,bigram,count
4173,"('GotoLocation', 'chopped')",29
4174,"('CleanObject', 'egg.')",29
4175,"('CleanObject', 'shower')",29
4176,"('PickupObject', 'kettles')",29
4177,"('PutObject', 'kettles')",29
4178,"('CoolObject', 'kitchen.')",29
4179,"('CoolObject', 'section')",29
4180,"('SliceObject', 'moment')",29
4181,"('CoolObject', 'vegetable')",29
4182,"('HeatObject', 'bowl.')",29
4183,"('PutObject', 'when')",29
4184,"('HeatObject', 'another')",29
4185,"('HeatObject', 'vase')",29
4186,"('ToggleObject', 'clock.')",28
4187,"('ToggleObject', 'carrying')",28
4188,"('GotoLocation', 'bat.')",28
4189,"('GotoLocation', 'entitled')",28
4190,"('GotoLocation', 'shade.')",28
4191,"('PickupObject', 'moves')",28
4192,"('GotoLocation', 'better')",28
4193,"('PickupObject', 'once')",28
4194,"('GotoLocation', 'positioned')",28
4195,"('GotoLocation', 'lime')",28
4196,"('GotoLocation', 'ink')",28
4197,"('GotoLocation', 'screen')",28
4198,"('GotoLocation', 'cylinder')",28
4199,"('GotoLocation', 'patterned')",28
4200,"('GotoLocation', 'teapot.')",28
4201,"('GotoLocation', 'lean')",28
4202,"('GotoLocation', 'disk.')",28
4203,"('GotoLocation', '-')",28
4204,"('SliceObject', 'countertop')",28
4205,"('PickupObject', 'steps.')",28
4206,"('GotoLocation', 'clothes')",28
4207,"('GotoLocation', 'attached')",28
4208,"('GotoLocation', 'spin')",28
4209,"('PickupObject', 'marble')",28
4210,"('PutObject', 'adjust')",28
4211,"('PickupObject', 'flush')",28
4212,"('PutObject', 'slightly.')",28
4213,"('PutObject', 'mat')",28
4214,"('PutObject', 'racket')",28
4215,"('SliceObject', 'continue')",28
4216,"('SliceObject', 'blade')",28
4217,"('SliceObject', 'completely')",28
4218,"('SliceObject', 'refrigerate')",28
4219,"('GotoLocation', 'bagel')",28
4220,"('PickupObject', 'moved')",28
4221,"('PutObject', 'moved')",28
4222,"('GotoLocation', 'found')",28
4223,"('PutObject', 'monitor.')",28
4224,"('GotoLocation', 'filing')",28
4225,"('PutObject', 'stools.')",28
4226,"('PutObject', 'pavement')",28
4227,"('PickupObject', ""toilet's"")",28
4228,"('PickupObject', 'pepper.')",28
4229,"('GotoLocation', 'remove.')",28
4230,"('PickupObject', 'retrieving')",28
4231,"('PutObject', 'allow')",28
4232,"('CoolObject', 'orange')",28
4233,"('CoolObject', 'shaker.')",28
4234,"('PutObject', 'after')",28
4235,"('CoolObject', 'space')",28
4236,"('GotoLocation', 'chilled.')",28
4237,"('PickupObject', '7')",28
4238,"('GotoLocation', 'warming')",28
4239,"('HeatObject', 'spoon')",28
4240,"('HeatObject', 'chill')",28
4241,"('HeatObject', 'space')",28
4242,"('HeatObject', 'window.')",28
4243,"('HeatObject', 'heating')",28
4244,"('GotoLocation', 'computers.')",28
4245,"('GotoLocation', 'candlesticks')",28
4246,"('GotoLocation', 'holders')",28
4247,"('GotoLocation', 'blu-ray')",28
4248,"('GotoLocation', ""phone's"")",28
4249,"('GotoLocation', 'devices')",28
4250,"('GotoLocation', 'file')",28
4251,"('GotoLocation', 'salts')",28
4252,"('PickupObject', 'sprayer')",28
4253,"('PutObject', 'sprayer')",28
4254,"('GotoLocation', 'sideboard')",28
4255,"('ToggleObject', 'completely')",27
4256,"('ToggleObject', 'see')",27
4257,"('PickupObject', 'them.')",27
4258,"('GotoLocation', 'air.')",27
4259,"('ToggleObject', 'gray')",27
4260,"('GotoLocation', 'carpet')",27
4261,"('GotoLocation', 'sticking')",27
4262,"('PickupObject', 'originally')",27
4263,"('GotoLocation', 'toy')",27
4264,"('GotoLocation', 'knock')",27
4265,"('GotoLocation', 'thirds')",27
4266,"('GotoLocation', 'hallway')",27
4267,"('PutObject', 'doorway')",27
4268,"('PutObject', 'base')",27
4269,"('PutObject', 'steel')",27
4270,"('GotoLocation', 'finished.')",27
4271,"('PickupObject', 'first.')",27
4272,"('PutObject', 'first.')",27
4273,"('PickupObject', 'liquid')",27
4274,"('PutObject', 'liquid')",27
4275,"('PutObject', 'figurine')",27
4276,"('SliceObject', 'stool')",27
4277,"('SliceObject', 'third')",27
4278,"('SliceObject', 'cooking')",27
4279,"('PickupObject', 'knives.')",27
4280,"('PutObject', 'caldron')",27
4281,"('SliceObject', 'garbage.')",27
4282,"('GotoLocation', 'but')",27
4283,"('PickupObject', 'ends')",27
4284,"('PutObject', 'picked')",27
4285,"('PickupObject', 'measuring')",27
4286,"('GotoLocation', 'watermelon')",27
4287,"('GotoLocation', 'leaf')",27
4288,"('GotoLocation', 'surface.')",27
4289,"('CleanObject', 'little')",27
4290,"('CleanObject', 'floor')",27
4291,"('CleanObject', 'paper')",27
4292,"('PutObject', ""toilet's"")",27
4293,"('CleanObject', 'handled')",27
4294,"('CleanObject', 'pot.')",27
4295,"('PutObject', 'moves')",27
4296,"('PickupObject', 'flusher')",27
4297,"('PutObject', 'flusher')",27
4298,"('CoolObject', 'pan.')",27
4299,"('CoolObject', 'cold.')",27
4300,"('CoolObject', 'completely')",27
4301,"('CoolObject', 'heat')",27
4302,"('CoolObject', 'plus')",27
4303,"('HeatObject', 'kitchen.')",27
4304,"('HeatObject', 'standing')",27
4305,"('HeatObject', 'seconds.')",27
4306,"('HeatObject', 'basket')",27
4307,"('ToggleObject', 'stop')",26
4308,"('PickupObject', 'length')",26
4309,"('ToggleObject', 'mirror')",26
4310,"('ToggleObject', 'approach')",26
4311,"('ToggleObject', 'tan')",26
4312,"('PickupObject', 'keeping')",26
4313,"('PickupObject', 'new')",26
4314,"('PickupObject', 'set.')",26
4315,"('GotoLocation', 'smartphone.')",26
4316,"('GotoLocation', 'laptops.')",26
4317,"('PickupObject', 'chest.')",26
4318,"('GotoLocation', 'boots')",26
4319,"('GotoLocation', 'magazine.')",26
4320,"('PickupObject', 'bronze')",26
4321,"('GotoLocation', 'blanket')",26
4322,"('GotoLocation', 'do')",26
4323,"('PickupObject', 'double')",26
4324,"('GotoLocation', 'plunger.')",26
4325,"('GotoLocation', 'wide')",26
4326,"('PickupObject', ""sink's"")",26
4327,"('PutObject', 'colored')",26
4328,"('GotoLocation', '\nput')",26
4329,"('PutObject', 'flush')",26
4330,"('PutObject', 'avocado')",26
4331,"('GotoLocation', 'stem')",26
4332,"('SliceObject', 'shelves')",26
4333,"('PickupObject', 'wristwatch')",26
4334,"('PutObject', 'wristwatch')",26
4335,"('GotoLocation', 'parts')",26
4336,"('SliceObject', 'rightmost')",26
4337,"('SliceObject', 'pear')",26
4338,"('SliceObject', 'cut.')",26
4339,"('PickupObject', 'screen.')",26
4340,"('PickupObject', 'lined')",26
4341,"('PutObject', 'lined')",26
4342,"('GotoLocation', 'open.')",26
4343,"('PutObject', 'follow')",26
4344,"('PickupObject', 'whole')",26
4345,"('PickupObject', 'tile')",26
4346,"('SliceObject', 'fry')",26
4347,"('SliceObject', 'halfway')",26
4348,"('SliceObject', 'along')",26
4349,"('SliceObject', 'machine.')",26
4350,"('PutObject', 'sliced.')",26
4351,"('CleanObject', 'pull')",26
4352,"('CleanObject', 'unit.')",26
4353,"('GotoLocation', 'rinsing')",26
4354,"('CoolObject', 'spatula.')",26
4355,"('CoolObject', '5')",26
4356,"('HeatObject', 'shaker')",26
4357,"('PickupObject', 'timer')",26
4358,"('HeatObject', 'pan')",26
4359,"('HeatObject', 'unit.')",26
4360,"('HeatObject', 'completely')",26
4361,"('PutObject', 'piano')",26
4362,"('PickupObject', 'wand')",26
4363,"('PutObject', 'wand')",26
4364,"('ToggleObject', 'ground')",25
4365,"('PickupObject', 'on')",25
4366,"('ToggleObject', 'keys.')",25
4367,"('ToggleObject', 'put')",25
4368,"('PickupObject', 'read')",25
4369,"('ToggleObject', 'lap')",25
4370,"('PickupObject', 'from')",25
4371,"('ToggleObject', 'walking')",25
4372,"('PickupObject', 'smart')",25
4373,"('PickupObject', 'furniture')",25
4374,"('PickupObject', 'times')",25
4375,"('PickupObject', 'left-hand')",25
4376,"('PickupObject', 'sculpture.')",25
4377,"('GotoLocation', 'shaped')",25
4378,"('PickupObject', 'gaze')",25
4379,"('GotoLocation', 'two.')",25
4380,"('PickupObject', 'row')",25
4381,"('GotoLocation', 'talk')",25
4382,"('PutObject', 'immediate')",25
4383,"('PutObject', 'running')",25
4384,"('PickupObject', 'vault')",25
4385,"('PutObject', 'level')",25
4386,"('PutObject', 'plush')",25
4387,"('GotoLocation', 'diagonally')",25
4388,"('PickupObject', 'touching')",25
4389,"('SliceObject', 'leftmost')",25
4390,"('PutObject', 'bottles.')",25
4391,"('PutObject', 'bend')",25
4392,"('PickupObject', 'tube.')",25
4393,"('PutObject', 'tube.')",25
4394,"('SliceObject', 'carrying')",25
4395,"('SliceObject', 'golden')",25
4396,"('SliceObject', 'store')",25
4397,"('SliceObject', 'yellow-handled')",25
4398,"('PutObject', 'knives.')",25
4399,"('SliceObject', 'doors.')",25
4400,"('PickupObject', 'starting')",25
4401,"('PutObject', 'marble')",25
4402,"('PutObject', 'wine.')",25
4403,"('PutObject', 'ends')",25
4404,"('GotoLocation', 'travel')",25
4405,"('GotoLocation', 'dress')",25
4406,"('PickupObject', 'washed.')",25
4407,"('PickupObject', 'bowel')",25
4408,"('SliceObject', 'melon')",25
4409,"('PutObject', 'new')",25
4410,"('PutObject', 'beyond')",25
4411,"('PutObject', 'once')",25
4412,"('CleanObject', 'removing')",25
4413,"('CleanObject', 'freezer')",25
4414,"('PickupObject', 'display')",25
4415,"('PutObject', 'display')",25
4416,"('GotoLocation', 'briefly')",25
4417,"('CleanObject', 'faucet.')",25
4418,"('GotoLocation', 'soup')",25
4419,"('PickupObject', 'kleenex')",25
4420,"('GotoLocation', 'nest')",25
4421,"('HeatObject', 'ahead.')",25
4422,"('HeatObject', 'pear')",25
4423,"('HeatObject', 'well')",25
4424,"('HeatObject', 'metal')",25
4425,"('HeatObject', 'holding')",25
4426,"('HeatObject', 'handled')",25
4427,"('HeatObject', 'freezer')",25
4428,"('HeatObject', 'paper')",25
4429,"('PickupObject', 'finished')",25
4430,"('HeatObject', 'drying')",25
4431,"('GotoLocation', 'cubbard')",25
4432,"('ToggleObject', 'bit')",24
4433,"('ToggleObject', 'laptop.')",24
4434,"('ToggleObject', 'dog')",24
4435,"('PickupObject', 'entry')",24
4436,"('PickupObject', 'trophy.')",24
4437,"('GotoLocation', 'pencils.')",24
4438,"('PickupObject', 'below.')",24
4439,"('GotoLocation', 'aisle')",24
4440,"('SliceObject', 'dark')",24
4441,"('PutObject', 'sit')",24
4442,"('GotoLocation', 'hole')",24
4443,"('GotoLocation', 'secure')",24
4444,"('PutObject', 'double')",24
4445,"('GotoLocation', 'circle.')",24
4446,"('GotoLocation', 'hook.')",24
4447,"('GotoLocation', 'hanger.')",24
4448,"('PickupObject', 'bigger')",24
4449,"('PutObject', 'keeping')",24
4450,"('PutObject', 'steps.')",24
4451,"('GotoLocation', 'vegetable.')",24
4452,"('GotoLocation', 'candles.')",24
4453,"('PutObject', 'door;')",24
4454,"('GotoLocation', 'cheese')",24
4455,"('SliceObject', 'taking')",24
4456,"('GotoLocation', 'stovetop')",24
4457,"('GotoLocation', 'pace')",24
4458,"('GotoLocation', 'sink\n')",24
4459,"('PutObject', 'chalice')",24
4460,"('GotoLocation', 'utensils.')",24
4461,"('GotoLocation', 'oval')",24
4462,"('PutObject', 'screen.')",24
4463,"('PutObject', 'whole')",24
4464,"('PutObject', 'washed.')",24
4465,"('SliceObject', 'big')",24
4466,"('PutObject', 'tile')",24
4467,"('GotoLocation', 'avocado.')",24
4468,"('PutObject', 'chest.')",24
4469,"('GotoLocation', 'plants.')",24
4470,"('PickupObject', 'grinder.')",24
4471,"('GotoLocation', 'grilling')",24
4472,"('SliceObject', 'roll')",24
4473,"('CleanObject', 'away.')",24
4474,"('PickupObject', 'coffee.')",24
4475,"('GotoLocation', 'makers')",24
4476,"('CoolObject', 'another')",24
4477,"('CoolObject', 'glass.')",24
4478,"('CoolObject', 'rightmost')",24
4479,"('GotoLocation', 'serve')",24
4480,"('SliceObject', 'removing')",24
4481,"('CoolObject', 'gold')",24
4482,"('GotoLocation', 'gotten')",24
4483,"('GotoLocation', 'rings')",24
4484,"('HeatObject', 'afterwards.')",24
4485,"('HeatObject', 'basin')",24
4486,"('HeatObject', 'freezer.')",24
4487,"('SliceObject', 'heated.')",24
4488,"('HeatObject', 'cooking')",24
4489,"('HeatObject', 'cooking.')",24
4490,"('HeatObject', 'recycle')",24
4491,"('GotoLocation', 'pantry')",24
4492,"('HeatObject', 'rack')",24
4493,"('HeatObject', 'martini')",24
4494,"('GotoLocation', 'bearing')",24
4495,"('PutObject', 'kleenex')",24
4496,"('GotoLocation', 'tubes')",24
4497,"('GotoLocation', 'ipod')",24
4498,"('GotoLocation', 'device.')",24
4499,"('PickupObject', 'padded')",24
4500,"('PutObject', 'padded')",24
4501,"('GotoLocation', 'saltshaker')",24
4502,"('PickupObject', 'mantle.')",24
4503,"('PutObject', 'mantle.')",24
4504,"('ToggleObject', 'twice')",23
4505,"('GotoLocation', 'illuminated')",23
4506,"('ToggleObject', 'beside')",23
4507,"('PickupObject', 'loveseat.')",23
4508,"('GotoLocation', 'napkin')",23
4509,"('GotoLocation', 'washcloth.')",23
4510,"('PickupObject', 'also')",23
4511,"('GotoLocation', 'curtains')",23
4512,"('GotoLocation', 'ready')",23
4513,"('PutObject', 'times')",23
4514,"('PutObject', 'smart')",23
4515,"('PutObject', 'on')",23
4516,"('PickupObject', '360')",23
4517,"('GotoLocation', 'outside')",23
4518,"('GotoLocation', 'dust')",23
4519,"('GotoLocation', 'left-side')",23
4520,"('PutObject', 'trophy')",23
4521,"('PutObject', 'bronze')",23
4522,"('PutObject', 'gaze')",23
4523,"('PutObject', 'touching')",23
4524,"('PutObject', 'from')",23
4525,"('PickupObject', 'platform.')",23
4526,"('PutObject', 'platform.')",23
4527,"('PutObject', 'measuring')",23
4528,"('PickupObject', 'laddle')",23
4529,"('SliceObject', 'mug.')",23
4530,"('SliceObject', 'cutting')",23
4531,"('SliceObject', 'skillet')",23
4532,"('GotoLocation', '\npick')",23
4533,"('SliceObject', 'previously')",23
4534,"('CleanObject', 'taking')",23
4535,"('CleanObject', 'shaker')",23
4536,"('CleanObject', 'grey')",23
4537,"('CleanObject', 'cup.')",23
4538,"('SliceObject', 'parts.')",23
4539,"('CleanObject', 'basket')",23
4540,"('CleanObject', 'picking')",23
4541,"('CleanObject', 'got')",23
4542,"('CleanObject', 'upper')",23
4543,"('CleanObject', 'standing')",23
4544,"('PickupObject', 'plum')",23
4545,"('PutObject', 'retrieving')",23
4546,"('PickupObject', 'cool.')",23
4547,"('CoolObject', 'nearest')",23
4548,"('CoolObject', 'slice.')",23
4549,"('PickupObject', 'minutes')",23
4550,"('CoolObject', 'holding')",23
4551,"('CoolObject', 'leftmost')",23
4552,"('GotoLocation', 'nozzle')",23
4553,"('HeatObject', 'range')",23
4554,"('HeatObject', 'shaker.')",23
4555,"('PutObject', 'timer')",23
4556,"('HeatObject', 'around.')",23
4557,"('HeatObject', 'away.')",23
4558,"('HeatObject', 'shelves.')",23
4559,"('HeatObject', 'spout')",23
4560,"('ToggleObject', 'ahead.')",22
4561,"('ToggleObject', 'grey')",22
4562,"('GotoLocation', 'clocks.')",22
4563,"('ToggleObject', 'raise')",22
4564,"('PickupObject', 'collect')",22
4565,"('ToggleObject', 'read')",22
4566,"('GotoLocation', 'reading')",22
4567,"('PickupObject', 'digital')",22
4568,"('PickupObject', 'office')",22
4569,"('PickupObject', 'board.')",22
4570,"('GotoLocation', 'shade')",22
4571,"('PickupObject', 'wastebasket')",22
4572,"('PickupObject', 'human')",22
4573,"('GotoLocation', 'jug')",22
4574,"('PickupObject', 'main')",22
4575,"('PickupObject', 'other.')",22
4576,"('PutObject', 'below.')",22
4577,"('PickupObject', 'shower.')",22
4578,"('PutObject', ""sink's"")",22
4579,"('PutObject', 'form')",22
4580,"('GotoLocation', 'horizontally.')",22
4581,"('PutObject', 'length')",22
4582,"('PutObject', 'lying')",22
4583,"('GotoLocation', 'tight')",22
4584,"('SliceObject', 'moving')",22
4585,"('SliceObject', 'hand.')",22
4586,"('GotoLocation', 'stab')",22
4587,"('SliceObject', 'leave')",22
4588,"('GotoLocation', 'sections')",22
4589,"('PickupObject', 'line')",22
4590,"('PutObject', 'line')",22
4591,"('GotoLocation', 'champagne')",22
4592,"('GotoLocation', 'slide')",22
4593,"('GotoLocation', 'electric')",22
4594,"('GotoLocation', 'table\n')",22
4595,"('GotoLocation', 'body')",22
4596,"('PickupObject', 'well.')",22
4597,"('PutObject', 'bowel')",22
4598,"('SliceObject', 'cabbage.')",22
4599,"('SliceObject', 'glass.')",22
4600,"('PutObject', 'leaning')",22
4601,"('SliceObject', 'gold')",22
4602,"('CleanObject', 'wine')",22
4603,"('CleanObject', 'bowl.')",22
4604,"('PickupObject', 'toast')",22
4605,"('CleanObject', 'stand.')",22
4606,"('CleanObject', 'unit')",22
4607,"('PickupObject', 'replace')",22
4608,"('PickupObject', 'existing')",22
4609,"('PickupObject', 'done.')",22
4610,"('GotoLocation', ""counter's"")",22
4611,"('GotoLocation', 'rounded')",22
4612,"('GotoLocation', 'used')",22
4613,"('GotoLocation', 'self.')",22
4614,"('CoolObject', 'fork.')",22
4615,"('CoolObject', 'around.')",22
4616,"('CoolObject', 'salt.')",22
4617,"('CoolObject', 'retrieve')",22
4618,"('GotoLocation', 'though')",22
4619,"('CoolObject', 'retrieving')",22
4620,"('CoolObject', 'spatula')",22
4621,"('PickupObject', 'grinders')",22
4622,"('PickupObject', 'previous')",22
4623,"('PutObject', 'previous')",22
4624,"('HeatObject', 'continue')",22
4625,"('HeatObject', 'when')",22
4626,"('HeatObject', 'unit')",22
4627,"('HeatObject', 'countertop')",22
4628,"('GotoLocation', 'tape')",22
4629,"('HeatObject', 'butterknife')",22
4630,"('PutObject', 'textbook')",22
4631,"('GotoLocation', 'shift')",21
4632,"('GotoLocation', 'study')",21
4633,"('ToggleObject', 'nearest')",21
4634,"('PickupObject', 'picks')",21
4635,"('PickupObject', 'getting')",21
4636,"('PickupObject', 'tables.')",21
4637,"('ToggleObject', 'disk')",21
4638,"('PickupObject', 'robot')",21
4639,"('GotoLocation', 'couches')",21
4640,"('GotoLocation', 'statues.')",21
4641,"('PickupObject', 'cubby')",21
4642,"('GotoLocation', 'meet.')",21
4643,"('GotoLocation', 'thee')",21
4644,"('GotoLocation', 'head.')",21
4645,"('GotoLocation', 'opens')",21
4646,"('PutObject', 'other.')",21
4647,"('PutObject', 'row')",21
4648,"('PickupObject', 'left-most')",21
4649,"('PutObject', 'left-most')",21
4650,"('PutObject', 'closed')",21
4651,"('SliceObject', 'see')",21
4652,"('GotoLocation', 'fourth')",21
4653,"('PickupObject', 'books.')",21
4654,"('GotoLocation', 'many')",21
4655,"('PutObject', '360')",21
4656,"('PickupObject', 'key-chain')",21
4657,"('PutObject', 'notebook')",21
4658,"('PutObject', 'sculpture.')",21
4659,"('GotoLocation', 'layer')",21
4660,"('GotoLocation', 'stainless')",21
4661,"('GotoLocation', 'crossing')",21
4662,"('GotoLocation', 'table..')",21
4663,"('PickupObject', 'brass')",21
4664,"('SliceObject', 'grey')",21
4665,"('SliceObject', 'plant')",21
4666,"('GotoLocation', 'dish.')",21
4667,"('SliceObject', 'sections.')",21
4668,"('PickupObject', 'bagel')",21
4669,"('PutObject', 'bagel')",21
4670,"('SliceObject', 'wedge')",21
4671,"('GotoLocation', 'scoop.')",21
4672,"('GotoLocation', 'narrow')",21
4673,"('PickupObject', 'drinking')",21
4674,"('GotoLocation', 'gathering')",21
4675,"('PickupObject', 'washing')",21
4676,"('PickupObject', 'platter')",21
4677,"('PutObject', 'platter')",21
4678,"('SliceObject', 'placing')",21
4679,"('GotoLocation', 'supplies')",21
4680,"('GotoLocation', 'now.')",21
4681,"('PutObject', 'grinder.')",21
4682,"('GotoLocation', 'closes')",21
4683,"('SliceObject', 'work')",21
4684,"('PickupObject', 'curved')",21
4685,"('CleanObject', 'running')",21
4686,"('CleanObject', 'closer')",21
4687,"('CleanObject', 'floor.')",21
4688,"('PutObject', 'existing')",21
4689,"('CleanObject', 'garbage.')",21
4690,"('GotoLocation', ""maker's"")",21
4691,"('CleanObject', 'skillet')",21
4692,"('CoolObject', 'afterwards.')",21
4693,"('CoolObject', 'along')",21
4694,"('CoolObject', 'sharp')",21
4695,"('CoolObject', 'well')",21
4696,"('PickupObject', 'minute')",21
4697,"('PutObject', 'grinders')",21
4698,"('GotoLocation', 'refridgerated')",21
4699,"('GotoLocation', 'retrace')",21
4700,"('HeatObject', 'several')",21
4701,"('HeatObject', 'area')",21
4702,"('HeatObject', 'stool')",21
4703,"('HeatObject', 'taking')",21
4704,"('GotoLocation', 'on;')",21
4705,"('GotoLocation', 'muffin')",21
